checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,final_outcome_flag,post_decision_status,risk_review_code,confirmed_result_code,case_resolution_type,followup_action_group,outcome_verification_score,workflow_bucket_id,service_path_code,review_priority_index,class
no checking,6,delayed previously,business,1743,100<=X<500,1<=X<4,1,male single,none,2,real estate,34,none,own,2,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.8311456397675336,good
0<=X<200,9,critical/other existing credit,education,1136,>=1000,>=7,4,male single,none,3,no known property,32,none,for free,2,skilled,2,none,yes,0,pending,route_c,type_1,group_n,A12,0.05888212597404139,route_c,type_1,0.8263425955489082,bad
no checking,9,existing paid,domestic appliance,1236,<100,<1,1,female div/dep/mar,none,4,real estate,23,none,rent,1,skilled,1,yes,yes,1,closed,route_f,type_1,group_x,B07,0.9857562295379289,route_f,type_1,0.0,good
0<=X<200,9,existing paid,furniture/equipment,959,<100,1<=X<4,1,female div/dep/mar,none,2,car,29,none,own,1,skilled,1,none,no,0,pending,route_c,type_4,group_x,A12,0.0820331330143223,route_f,type_1,1.0,bad
no checking,18,critical/other existing credit,used car,3229,no known savings,unemployed,2,male single,none,4,no known property,38,none,own,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_1,group_x,B07,1.0,route_f,type_4,0.10526026009501574,good
<0,12,no credits/all paid,radio/tv,6199,<100,1<=X<4,4,male single,none,2,life insurance,28,none,rent,2,skilled,1,yes,yes,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.0,bad
no checking,10,existing paid,education,727,500<=X<1000,>=7,4,male single,none,4,no known property,46,none,for free,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.897940990556381,good
0<=X<200,24,existing paid,new car,1246,<100,<1,4,male single,none,2,real estate,23,stores,own,1,unskilled resident,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.049265306724342255,bad
no checking,12,critical/other existing credit,radio/tv,2331,no known savings,>=7,1,male single,co applicant,4,real estate,49,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.0,good
no checking,36,delayed previously,radio/tv,4463,<100,1<=X<4,4,male single,none,2,car,26,none,own,2,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.027059272644866707,route_c,type_4,0.08786559099456993,bad
no checking,12,existing paid,radio/tv,776,<100,1<=X<4,4,male mar/wid,none,2,real estate,28,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.0,good
<0,30,existing paid,furniture/equipment,2406,<100,4<=X<7,4,female div/dep/mar,none,4,real estate,23,none,rent,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,bad
0<=X<200,18,existing paid,education,1239,no known savings,1<=X<4,4,male single,none,4,no known property,61,none,for free,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,1.0,good
>=200,12,existing paid,radio/tv,3399,no known savings,>=7,2,male single,none,3,car,37,none,own,1,high qualif/self emp/mgmt,1,none,yes,1,closed,route_f,type_4,group_x,A12,0.879913727184058,route_c,type_4,0.07943676673976786,good
>=200,12,delayed previously,new car,2247,<100,1<=X<4,2,female div/dep/mar,none,2,car,36,stores,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,A12,0.9241349186601859,route_c,type_4,0.8281728948603396,good
no checking,6,existing paid,furniture/equipment,1766,<100,1<=X<4,1,male mar/wid,none,2,life insurance,21,none,rent,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.0,route_c,type_4,0.9508709930876553,good
<0,18,existing paid,furniture/equipment,2473,<100,unemployed,4,male single,none,1,car,25,none,own,1,unemp/unskilled non res,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,bad
no checking,12,existing paid,business,1542,<100,4<=X<7,2,male single,none,4,car,36,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_n,B07,1.0,route_f,type_4,0.8456767378783546,good
no checking,18,critical/other existing credit,used car,3850,<100,4<=X<7,3,male single,none,1,car,27,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.8716005469048519,route_f,type_4,0.6643042398141599,good
<0,18,existing paid,furniture/equipment,3650,<100,<1,1,female div/dep/mar,none,4,car,22,none,rent,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.907393585293616,route_f,type_1,0.0,good
<0,36,existing paid,furniture/equipment,3446,<100,>=7,4,male single,none,2,car,42,none,own,1,skilled,2,none,yes,0,pending,route_c,type_4,group_x,A12,0.1663415216394801,route_c,type_4,0.9153447000284637,bad
0<=X<200,18,existing paid,furniture/equipment,3001,<100,4<=X<7,2,female div/dep/mar,none,4,real estate,40,none,rent,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9243977920043913,route_f,type_4,0.7330202990482095,good
no checking,36,existing paid,new car,3079,no known savings,1<=X<4,4,male single,none,4,real estate,36,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,A12,0.9750710942192022,route_f,type_4,0.9295863162268102,good
no checking,18,critical/other existing credit,radio/tv,6070,<100,>=7,3,male single,none,4,car,33,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_1,group_n,B07,0.0,route_f,type_4,1.0,good
no checking,10,critical/other existing credit,furniture/equipment,2146,<100,<1,1,female div/dep/mar,none,3,real estate,23,none,rent,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_1,0.7208338264930421,good
no checking,60,critical/other existing credit,new car,13756,no known savings,>=7,2,male single,none,4,no known property,63,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.9427725175757656,good
0<=X<200,60,all paid,other,14782,100<=X<500,>=7,3,female div/dep/mar,none,4,no known property,60,bank,for free,2,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.09791033229635669,route_c,type_1,0.4317916722399553,bad
<0,48,all paid,business,7685,<100,4<=X<7,2,female div/dep/mar,guarantor,4,car,37,none,rent,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.07122270223569754,route_c,type_1,1.0,bad
no checking,18,delayed previously,radio/tv,2320,<100,unemployed,2,male mar/wid,none,3,real estate,34,none,own,2,skilled,1,none,yes,1,closed,route_f,type_1,group_x,B07,1.0,route_f,type_4,0.9255360342861911,good
no checking,7,delayed previously,radio/tv,846,no known savings,>=7,3,male single,none,4,no known property,36,none,for free,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.930520091630717,route_f,type_4,0.9682312665098542,good
0<=X<200,36,existing paid,new car,14318,<100,>=7,4,male single,none,2,no known property,57,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.08694590794963876,bad
no checking,6,critical/other existing credit,new car,362,100<=X<500,1<=X<4,4,female div/dep/mar,none,4,car,52,none,own,2,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_n,B07,1.0,route_f,type_4,1.0,good
<0,20,existing paid,furniture/equipment,2212,no known savings,4<=X<7,4,male single,none,4,car,39,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.0,good
0<=X<200,18,existing paid,used car,12976,<100,unemployed,3,female div/dep/mar,none,4,no known property,38,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,bad
no checking,22,existing paid,new car,1283,no known savings,4<=X<7,4,female div/dep/mar,none,4,life insurance,25,none,rent,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.720791231612004,good
>=200,12,existing paid,new car,1330,<100,<1,4,male single,none,1,real estate,26,none,own,1,skilled,1,none,yes,1,closed,route_c,type_4,group_x,B07,0.9602347501794858,route_f,type_4,0.020876946583235315,good
no checking,30,delayed previously,business,4272,100<=X<500,1<=X<4,2,male single,none,2,life insurance,26,none,own,2,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.850512081493988,route_f,type_4,0.0,good
no checking,18,critical/other existing credit,radio/tv,2238,<100,1<=X<4,2,female div/dep/mar,none,1,car,25,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.9060840184735865,good
no checking,18,existing paid,radio/tv,1126,no known savings,<1,4,female div/dep/mar,none,2,real estate,21,none,rent,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,A12,0.9449472219883066,route_f,type_1,0.8159916031751536,good
0<=X<200,18,critical/other existing credit,furniture/equipment,7374,<100,unemployed,4,male single,none,4,life insurance,40,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_4,1.0,good
0<=X<200,15,critical/other existing credit,business,2326,500<=X<1000,1<=X<4,2,male single,none,4,car,27,bank,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.8040149365762166,route_f,type_4,0.0,good
no checking,9,existing paid,business,1449,<100,4<=X<7,3,female div/dep/mar,none,2,car,27,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.7927960362227485,route_f,type_1,1.0,good
no checking,18,existing paid,new car,1820,<100,1<=X<4,2,male mar/wid,none,2,life insurance,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_1,group_x,B07,0.0,route_f,type_4,0.0,good
0<=X<200,12,existing paid,furniture/equipment,983,>=1000,<1,1,female div/dep/mar,none,4,real estate,19,none,rent,1,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9887249164186986,route_f,type_1,0.02663015827670123,good
<0,36,existing paid,new car,3249,<100,4<=X<7,2,male single,none,4,no known property,39,bank,for free,1,high qualif/self emp/mgmt,2,yes,yes,1,closed,route_f,type_4,group_x,B07,0.8840226426534932,route_c,type_4,0.7563600380631984,good
<0,6,critical/other existing credit,radio/tv,1957,<100,4<=X<7,1,female div/dep/mar,none,4,car,31,none,own,1,skilled,1,none,yes,1,closed,route_c,type_1,group_x,B07,0.08622297416458267,route_c,type_4,0.0,good
no checking,9,critical/other existing credit,furniture/equipment,2406,<100,unemployed,2,male single,none,3,car,31,none,own,1,high qualif/self emp/mgmt,1,none,yes,0,closed,route_f,type_4,group_x,B07,0.9913150832137575,route_f,type_4,1.0,good
0<=X<200,39,delayed previously,education,11760,100<=X<500,4<=X<7,2,male single,none,3,no known property,32,none,rent,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,1.0,good
<0,12,existing paid,furniture/equipment,2578,<100,unemployed,3,female div/dep/mar,none,4,no known property,55,none,for free,1,high qualif/self emp/mgmt,1,none,yes,1,closed,route_f,type_1,group_x,B07,0.9757643203001287,route_f,type_4,0.0,good
<0,36,critical/other existing credit,furniture/equipment,2348,<100,1<=X<4,3,male mar/wid,none,2,life insurance,46,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_1,group_x,B07,0.8957069133350585,route_c,type_4,0.6477857367310972,good
0<=X<200,12,existing paid,new car,1223,<100,>=7,1,male div/sep,none,1,real estate,46,none,rent,2,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.015120578175866347,route_f,type_1,0.0,bad
no checking,24,critical/other existing credit,radio/tv,1516,>=1000,1<=X<4,4,female div/dep/mar,none,1,real estate,43,none,own,2,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,A12,0.8326956271575723,route_c,type_1,0.23595631737026065,good
no checking,18,existing paid,radio/tv,1473,<100,<1,3,male mar/wid,none,4,real estate,39,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_1,group_x,B07,1.0,route_f,type_1,0.0,good
0<=X<200,18,critical/other existing credit,business,1887,no known savings,1<=X<4,4,male mar/wid,none,4,real estate,28,bank,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.8758277301370098,route_f,type_4,0.9506056415762907,good
no checking,24,delayed previously,business,8648,<100,<1,2,male single,none,2,car,27,bank,own,2,skilled,1,yes,yes,0,pending,route_c,type_1,group_x,A12,1.0,route_c,type_4,0.7270725755884365,bad
no checking,14,delayed previously,new car,802,<100,1<=X<4,4,male single,none,2,car,27,none,own,2,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,A12,0.9551546136229463,route_c,type_4,1.0,good
0<=X<200,18,delayed previously,new car,2899,no known savings,>=7,4,male single,none,4,car,43,none,own,1,skilled,2,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,1.0,good
0<=X<200,24,existing paid,radio/tv,2039,<100,<1,1,male mar/wid,none,1,life insurance,22,none,own,1,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.9376978781653247,bad
no checking,24,critical/other existing credit,used car,2197,no known savings,4<=X<7,4,male single,none,4,car,43,none,own,2,skilled,2,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9101955146534313,route_c,type_4,1.0,good
<0,15,existing paid,radio/tv,1053,<100,<1,4,male mar/wid,none,2,real estate,27,none,own,1,skilled,1,none,no,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.8851624579669349,good
no checking,24,existing paid,radio/tv,3235,500<=X<1000,>=7,3,male div/sep,none,2,car,26,none,own,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,1.0,good
>=200,12,critical/other existing credit,new car,939,500<=X<1000,4<=X<7,4,male mar/wid,none,2,real estate,28,none,own,3,skilled,1,yes,yes,0,pending,route_c,type_4,group_n,A12,0.2208256803517272,route_f,type_1,1.0,bad
0<=X<200,24,existing paid,radio/tv,1967,<100,>=7,4,female div/dep/mar,none,4,car,20,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.005481016687715643,route_c,type_1,0.6996477051985229,good
no checking,33,critical/other existing credit,used car,7253,<100,4<=X<7,3,male single,none,2,car,35,none,own,2,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_1,group_n,B07,1.0,route_f,type_4,0.0,good
no checking,12,critical/other existing credit,business,2292,<100,unemployed,4,male single,none,2,car,42,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.010906845881456366,bad
no checking,10,existing paid,new car,1597,500<=X<1000,1<=X<4,3,male single,none,2,no known property,40,none,rent,1,unskilled resident,2,none,no,1,closed,route_f,type_1,group_x,B07,1.0,route_f,type_4,0.1276060674342345,good
<0,24,existing paid,new car,1381,no known savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,35,none,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.28780064759911045,bad
no checking,36,critical/other existing credit,used car,5842,<100,>=7,2,male single,none,2,life insurance,35,none,own,2,skilled,2,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.0,good
<0,12,existing paid,new car,2579,<100,<1,4,male single,none,1,real estate,33,none,own,1,unskilled resident,2,none,yes,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.0,bad
<0,18,delayed previously,education,8471,no known savings,1<=X<4,1,female div/dep/mar,none,2,car,23,none,rent,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_n,B07,0.8513891909559611,route_f,type_4,0.8232993038817331,good
no checking,21,existing paid,new car,2782,500<=X<1000,4<=X<7,1,female div/dep/mar,none,2,car,31,bank,own,1,high qualif/self emp/mgmt,1,none,yes,1,closed,route_f,type_1,group_n,A12,1.0,route_c,type_1,1.0,good
0<=X<200,18,existing paid,new car,1042,no known savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,33,none,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.9398336913261365,bad
no checking,15,existing paid,new car,3186,>=1000,4<=X<7,2,female div/dep/mar,none,3,car,20,none,rent,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.944508466777792,good
0<=X<200,12,existing paid,used car,2028,no known savings,1<=X<4,4,male single,none,2,car,30,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.980987577557577,good
0<=X<200,12,critical/other existing credit,new car,958,<100,4<=X<7,2,male single,none,3,real estate,47,none,own,2,unskilled resident,2,none,yes,0,closed,route_f,type_4,group_x,B07,0.9335750744648281,route_f,type_1,1.0,good
no checking,21,delayed previously,furniture/equipment,1591,100<=X<500,4<=X<7,4,male single,none,3,real estate,34,none,own,2,high qualif/self emp/mgmt,1,none,yes,1,closed,route_f,type_4,group_x,A12,0.8716137333731687,route_f,type_4,0.8858445629811996,good
0<=X<200,12,existing paid,furniture/equipment,2762,no known savings,>=7,1,female div/dep/mar,none,2,life insurance,25,bank,own,1,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.9371702733992471,route_f,type_4,0.8436379869959467,bad
0<=X<200,18,existing paid,used car,2779,<100,1<=X<4,1,male mar/wid,none,3,car,21,none,rent,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_4,1.0,good
no checking,28,critical/other existing credit,radio/tv,2743,<100,>=7,4,male single,none,2,car,29,none,own,2,skilled,1,none,yes,1,closed,route_f,type_1,group_x,B07,0.0,route_f,type_4,0.0,good
no checking,18,critical/other existing credit,radio/tv,1149,>=1000,1<=X<4,4,male single,none,3,real estate,46,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_n,B07,1.0,route_c,type_1,0.0,good
no checking,9,existing paid,furniture/equipment,1313,<100,>=7,1,male single,none,4,car,20,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9594536586896728,route_f,type_1,0.0,good
<0,18,critical/other existing credit,repairs,1190,<100,unemployed,2,female div/dep/mar,none,4,no known property,55,none,for free,3,unemp/unskilled non res,2,none,yes,0,pending,route_c,type_1,group_x,A12,1.0,route_c,type_1,0.2436597901608997,bad
no checking,5,existing paid,business,3448,<100,4<=X<7,1,male single,none,4,real estate,74,none,own,1,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9046789938914758,route_c,type_1,0.9107111155850635,good
0<=X<200,24,existing paid,other,11328,<100,1<=X<4,2,male single,co applicant,3,car,29,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.18436489625132887,route_f,type_1,0.0,bad
<0,6,critical/other existing credit,furniture/equipment,1872,<100,unemployed,4,male single,none,4,no known property,36,none,for free,3,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_4,0.0,good
no checking,24,critical/other existing credit,repairs,2058,<100,1<=X<4,4,male div/sep,none,2,real estate,33,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.879437083235855,good
